Pt1,Pt2,Pt3,F1,F2,F3,Error
34,41,38,[2.0],[2.0],[2.0],273703235.5283303
34,16,38,[2.0],[2.0],[2.0],235438141.26203477
34,35,38,[1.62],[1.62],[1.62],14447437.970114633
34,31,38,[2.0],[2.0],[2.0],260952283.63310945
34,36,38,[2.0],[2.0],[2.0],317786556.3416323
34,20,38,[2.0],[2.0],[2.0],229118864.343946
34,21,38,[2.0],[2.0],[2.0],201291568.45602784
34,29,38,[2.0],[2.0],[2.0],241749585.82499206
34,19,38,[2.0],[2.0],[2.0],127200716.0683634
34,9,38,[1.9197639388419714],[2.7221245504222584],[1.9197639388419714],402692.0507550868
34,8,38,[2.0],[2.0],[2.0],10841070.534841334
34,13,38,[2.0],[2.0],[2.0],13086558.811105842
34,42,38,[2.0],[2.0],[2.0],251657895.67363667
34,23,38,[2.0],[2.0],[2.0],74740830.48964177
34,44,38,[2.0],[2.0],[2.0],234346431.5843021
34,11,38,[2.0],[2.0],[2.0],13359707.311505117
34,48,38,[2.0],[2.0],[2.0],106023653.00477451
34,47,38,[0.02670177661619334],[0.5345502265766369],[0.9092839857586151],496935.9515540612
34,46,38,[1.8],[3.8],[1.8],568117.8343684978
34,14,38,[2.1868941723065127],[14.473561077574834],[12.445851229030454],0.11352898409495533
34,49,38,[2.0],[2.0],[2.0],58923332.42026417
34,17,38,[2.0],[2.0],[2.0],217272521.4466513
34,22,38,[2.0],[2.0],[2.0],102956246.66342577
34,30,38,[2.0],[2.0],[2.0],242889567.42183727
34,32,38,[1.8],[1.8],[1.8],25806445.83473473
34,6,38,[3.7498530639156935],[14.208203958959524],[11.97618511284212],227.80999309699186
34,1,38,[2.0],[2.0],[2.0],8916243.164780399
34,12,38,[2.0],[2.0],[2.0],14987926.625763392
34,2,38,[2.0],[2.0],[2.0],7929657.173134588
34,0,38,[2.0],[2.0],[2.0],8481731.306661543
34,15,38,[2.0],[2.0],[2.0],121149465.88748245
34,10,38,[1.9107639376421552],[2.8031245612206033],[1.9107639376421552],680948.8607010393
34,27,38,[2.0],[2.0],[2.0],220017726.53796372
34,24,38,[2.0],[2.0],[2.0],80231806.53245404
34,25,38,[2.0],[2.0],[2.0],155005683.38611916
34,3,38,[2.0],[2.0],[2.0],7661851.171013816
34,28,38,[2.0],[2.0],[2.0],241368623.20880276
